ID,Name,Artists,Streams,S.Week,BB.Week
1962,The Race,Tay-K,1220537,2017-08-18,2017-08-19
1963,From The D To The A,Tee Grizzley,1215209,2017-08-18,2017-08-19
1964,Don't Let Me Down,The Chainsmokers,1205586,2017-08-18,2017-08-19
1965,Let 'Em Talk,Kesha,1202702,2017-08-18,2017-08-19
1966,Till I Collapse,Eminem,1199823,2017-08-18,2017-08-19
1967,See You Again,"Tyler, The Creator",1198136,2017-08-18,2017-08-19
1968,Do I Make You Wanna,Billy Currington,1197482,2017-08-18,2017-08-19
1969,Some Way,NAV,1195443,2017-08-18,2017-08-19
1970,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1194391,2017-08-18,2017-08-19
1971,Sign of the Times,Harry Styles,1178457,2017-08-18,2017-08-19
1972,Symphony,Clean Bandit,1176560,2017-08-18,2017-08-19
1973,Crying in the Club,Camila Cabello,1169366,2017-08-18,2017-08-19
1974,No Heart,21 Savage,1165794,2017-08-18,2017-08-19
1975,Rainbow,Kesha,1158172,2017-08-18,2017-08-19
1976,Angel,Fifth Harmony,1157188,2017-08-18,2017-08-19
1977,Patty Cake,Kodak Black,1156574,2017-08-18,2017-08-19
1978,No Flockin,Kodak Black,1154461,2017-08-18,2017-08-19
1979,Moves,Big Sean,1154320,2017-08-18,2017-08-19
1980,Everybody,Logic,1145399,2017-08-18,2017-08-19
1981,Me Rehúso,Danny Ocean,1145208,2017-08-18,2017-08-19
1982,911 / Mr. Lonely,"Tyler, The Creator",1140181,2017-08-18,2017-08-19
1983,Chill Bill,Rob $tone,1139738,2017-08-18,2017-08-19
1984,Sway,NexXthursday,1123414,2017-08-18,2017-08-19
1985,Love On The Brain,Rihanna,1118166,2017-08-18,2017-08-19
1986,Gassed Up,Nebu Kiniza,1118075,2017-08-18,2017-08-19
1987,Galway Girl,Ed Sheeran,1106449,2017-08-18,2017-08-19
1988,Weak,AJR,1105209,2017-08-18,2017-08-19
1989,Perfect,Ed Sheeran,1104893,2017-08-18,2017-08-19
1990,Selfish,PnB Rock,1104322,2017-08-18,2017-08-19
1991,Up,NAV,1104043,2017-08-18,2017-08-19
1992,When It Rains It Pours,Luke Combs,1101646,2017-08-18,2017-08-19
1993,Get Right Witcha,Migos,1098650,2017-08-18,2017-08-19
1994,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,1095141,2017-08-18,2017-08-19
1995,Hometown Girl,Josh Turner,1093065,2017-08-18,2017-08-19
1996,Immortal,J. Cole,1084895,2017-08-18,2017-08-19
1997,H.O.L.Y.,Florida Georgia Line,1081046,2017-08-18,2017-08-19
1998,Nobody Else But You,Trey Songz,1079990,2017-08-18,2017-08-19
1999,Despacito - Remix,Luis Fonsi,12988091,2017-06-09,2017-06-10
2000,HUMBLE.,Kendrick Lamar,12877155,2017-06-09,2017-06-10
2001,I'm the One,DJ Khaled,10994393,2017-06-09,2017-06-10
2002,XO TOUR Llif3,Lil Uzi Vert,10967490,2017-06-09,2017-06-10
2003,Congratulations,Post Malone,7883648,2017-06-09,2017-06-10
2004,Mask Off,Future,7363960,2017-06-09,2017-06-10
2005,Unforgettable,French Montana,7265405,2017-06-09,2017-06-10
2006,DNA.,Kendrick Lamar,6744161,2017-06-09,2017-06-10
2007,Location,Khalid,6049023,2017-06-09,2017-06-10
2008,Redbone,Childish Gambino,5931009,2017-06-09,2017-06-10
2009,1-800-273-8255,Logic,5857001,2017-06-09,2017-06-10
2010,Now Or Never,Halsey,5443357,2017-06-09,2017-06-10
2011,That's What I Like,Bruno Mars,5424518,2017-06-09,2017-06-10
2012,Stay,"Zedd, Alessia Cara",5397863,2017-06-09,2017-06-10
2013,iSpy,KYLE,5122435,2017-06-09,2017-06-10
2014,goosebumps,Travis Scott,5060196,2017-06-09,2017-06-10
2015,Magnolia,Playboi Carti,5048202,2017-06-09,2017-06-10
2016,LOVE.,Kendrick Lamar,4976369,2017-06-09,2017-06-10
2017,Passionfruit,Drake,4842442,2017-06-09,2017-06-10
2018,Shape of You,Ed Sheeran,4723231,2017-06-09,2017-06-10
2019,Malibu,Miley Cyrus,4722505,2017-06-09,2017-06-10
2020,Attention,Charlie Puth,4678994,2017-06-09,2017-06-10
2021,Body Like A Back Road,Sam Hunt,4604039,2017-06-09,2017-06-10
2022,Slide,Calvin Harris,4495414,2017-06-09,2017-06-10
2023,Drowning,A Boogie Wit da Hoodie,4407990,2017-06-09,2017-06-10
2024,Strip That Down,Liam Payne,4359912,2017-06-09,2017-06-10
2025,Portland,Drake,4355751,2017-06-09,2017-06-10
2026,Slippery,Migos,4338122,2017-06-09,2017-06-10
2027,Bad Liar,Selena Gomez,4044581,2017-06-09,2017-06-10
2028,Tunnel Vision,Kodak Black,3940187,2017-06-09,2017-06-10
2029,There's Nothing Holdin' Me Back,Shawn Mendes,3911561,2017-06-09,2017-06-10
2030,There for You,Martin Garrix,3815146,2017-06-09,2017-06-10
2031,Thunder,Imagine Dragons,3801072,2017-06-09,2017-06-10
2032,Issues,Julia Michaels,3659877,2017-06-09,2017-06-10
2033,LOYALTY.,Kendrick Lamar,3651785,2017-06-09,2017-06-10
2034,Know No Better,Major Lazer,3643023,2017-06-09,2017-06-10
2035,Swalla,Jason Derulo,3617640,2017-06-09,2017-06-10
2036,Something Just Like This,The Chainsmokers,3616509,2017-06-09,2017-06-10
2037,do re mi,blackbear,3611943,2017-06-09,2017-06-10
2038,Slow Hands,Niall Horan,3556664,2017-06-09,2017-06-10
2039,Sign of the Times,Harry Styles,3540850,2017-06-09,2017-06-10
2040,Bounce Back,Big Sean,3529750,2017-06-09,2017-06-10
2041,Despacito (Featuring Daddy Yankee),Luis Fonsi,3477050,2017-06-09,2017-06-10
2042,Rollin,Calvin Harris,3438314,2017-06-09,2017-06-10
2043,It Ain't Me,"Kygo, Selena Gomez",3435636,2017-06-09,2017-06-10
2044,Gyalchester,Drake,3432728,2017-06-09,2017-06-10
2045,Look At Me!,XXXTENTACION,3371651,2017-06-09,2017-06-10
2046,Mask Off - Remix,Future,3306816,2017-06-09,2017-06-10
2047,T-Shirt,Migos,3283056,2017-06-09,2017-06-10
2048,Down,Fifth Harmony,3097958,2017-06-09,2017-06-10
2049,Bad and Boujee,Migos,3070585,2017-06-09,2017-06-10
2050,Believer,Imagine Dragons,2983950,2017-06-09,2017-06-10
2051,BUTTERFLY EFFECT,Travis Scott,2979783,2017-06-09,2017-06-10
2052,ELEMENT.,Kendrick Lamar,2881702,2017-06-09,2017-06-10
2053,4:00 AM,2 Chainz,2866748,2017-06-09,2017-06-10
2054,Swang,Rae Sremmurd,2783260,2017-06-09,2017-06-10
2055,Crying in the Club,Camila Cabello,2736367,2017-06-09,2017-06-10
2056,No Promises,Cheat Codes,2711513,2017-06-09,2017-06-10
2057,wokeuplikethis*,Playboi Carti,2675545,2017-06-09,2017-06-10
2058,Fake Love,Drake,2665268,2017-06-09,2017-06-10
2059,Say You Won't Let Go,James Arthur,2620629,2017-06-09,2017-06-10
2060,The Cure,Lady Gaga,2615538,2017-06-09,2017-06-10
2061,First Time,Kygo,2559081,2017-06-09,2017-06-10
2062,To the Max,DJ Khaled,2484009,2017-06-09,2017-06-10
2063,Most Girls,Hailee Steinfeld,2470932,2017-06-09,2017-06-10
2064,Closer,The Chainsmokers,2400823,2017-06-09,2017-06-10
2065,Strangers,Halsey,2398941,2017-06-09,2017-06-10
2066,Rolex,"Ayo, Teo",2366880,2017-06-09,2017-06-10
2067,Symphony,Clean Bandit,2294134,2017-06-09,2017-06-10
2068,Selfish,Future,2264720,2017-06-09,2017-06-10
2069,Broccoli,DRAM,2263127,2017-06-09,2017-06-10
2070,Bad At Love,Halsey,2200828,2017-06-09,2017-06-10
2071,Starboy,The Weeknd,2199501,2017-06-09,2017-06-10
2072,Met Gala,Gucci Mane,2196862,2017-06-09,2017-06-10
2073,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2112853,2017-06-09,2017-06-10
2074,The Night We Met,Lord Huron,2090981,2017-06-09,2017-06-10
2075,Up,NAV,2077961,2017-06-09,2017-06-10
2076,Paris,The Chainsmokers,2070508,2017-06-09,2017-06-10
2077,Quit,Cashmere Cat,2050543,2017-06-09,2017-06-10
2078,Mama,Jonas Blue,2019353,2017-06-09,2017-06-10
2079,Get Right Witcha,Migos,2006395,2017-06-09,2017-06-10
2080,No Problem,Chance the Rapper,1989388,2017-06-09,2017-06-10
2081,Swish Swish,Katy Perry,1984253,2017-06-09,2017-06-10
2082,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1983473,2017-06-09,2017-06-10
2083,Good Life,"G-Eazy, Kehlani",1969003,2017-06-09,2017-06-10
2084,White Iverson,Post Malone,1962951,2017-06-09,2017-06-10
2085,Hurricane,Luke Combs,1945632,2017-06-09,2017-06-10
2086,One Dance,Drake,1928409,2017-06-09,2017-06-10
2087,I Feel It Coming,The Weeknd,1910544,2017-06-09,2017-06-10
2088,Losin Control,Russ,1903422,2017-06-09,2017-06-10
2089,Caroline,Aminé,1868010,2017-06-09,2017-06-10
2090,Your Song,Rita Ora,1866907,2017-06-09,2017-06-10
2091,First Day Out,Tee Grizzley,1860999,2017-06-09,2017-06-10
2092,Money Longer,Lil Uzi Vert,1859584,2017-06-09,2017-06-10
2093,Whatever It Takes,Imagine Dragons,1857637,2017-06-09,2017-06-10
2094,Run Me Dry,Bryson Tiller,1849600,2017-06-09,2017-06-10
2095,You Was Right,Lil Uzi Vert,1842465,2017-06-09,2017-06-10
2096,pick up the phone,Young Thug,1840473,2017-06-09,2017-06-10
2097,Myself,NAV,1827917,2017-06-09,2017-06-10
2098,Everybody,Logic,1826917,2017-06-09,2017-06-10
2099,No Vacancy,OneRepublic,1817133,2017-06-09,2017-06-10
2100,XXX.,Kendrick Lamar,1792878,2017-06-09,2017-06-10
2101,From The D To The A,Tee Grizzley,1789188,2017-06-09,2017-06-10
2102,Nights With You,MØ,1780410,2017-06-09,2017-06-10
2103,Whatever You Need,Meek Mill,1761199,2017-06-09,2017-06-10
2104,Go Flex,Post Malone,1754039,2017-06-09,2017-06-10
2105,X,21 Savage,1742675,2017-06-09,2017-06-10
2106,24K Magic,Bruno Mars,1722216,2017-06-09,2017-06-10
2107,PRBLMS,6LACK,1722074,2017-06-09,2017-06-10
2108,Neighbors,J. Cole,1705071,2017-06-09,2017-06-10
2109,Young Dumb & Broke,Khalid,1680623,2017-06-09,2017-06-10
2110,beibs in the trap,Travis Scott,1664362,2017-06-09,2017-06-10
2111,Moves,Big Sean,1661437,2017-06-09,2017-06-10
2112,More Than You Know,Axwell /\ Ingrosso,1656186,2017-06-09,2017-06-10
2113,Uh Huh,Julia Michaels,1639244,2017-06-09,2017-06-10
2114,Felices los 4,Maluma,1627701,2017-06-09,2017-06-10
2115,Whippin,Kiiara,1620579,2017-06-09,2017-06-10
2116,Black Beatles,Rae Sremmurd,1619647,2017-06-09,2017-06-10
2117,Perfect Places,Lorde,1615985,2017-06-09,2017-06-10
2118,Jump Out The Window,Big Sean,1607296,2017-06-09,2017-06-10
2119,Perfect Pint,Mike WiLL Made-It,1604423,2017-06-09,2017-06-10
2120,Low Life,Future,1600995,2017-06-09,2017-06-10
2121,No Role Modelz,J. Cole,1600858,2017-06-09,2017-06-10
2122,In Case You Didn't Know,Brett Young,1600178,2017-06-09,2017-06-10
2123,Eyes Closed,Halsey,1567389,2017-06-09,2017-06-10
2124,Starving,Hailee Steinfeld,1551219,2017-06-09,2017-06-10
2125,Peek A Boo,Lil Yachty,1544159,2017-06-09,2017-06-10
2126,Rockabye,Clean Bandit,1524446,2017-06-09,2017-06-10
2127,What They Want,Russ,1518243,2017-06-09,2017-06-10
2128,Everyday We Lit,YFN Lucci,1514236,2017-06-09,2017-06-10
2129,YAH.,Kendrick Lamar,1511964,2017-06-09,2017-06-10
2130,Castle on the Hill,Ed Sheeran,1509204,2017-06-09,2017-06-10
7319,Both,Gucci Mane,1771936,2017-05-12,2017-05-13
2132,Reminding Me,Shawn Hook,1497423,2017-06-09,2017-06-10
2133,Don't,Bryson Tiller,1495265,2017-06-09,2017-06-10
2134,Galway Girl,Ed Sheeran,1484413,2017-06-09,2017-06-10
2135,Scared to Be Lonely,Martin Garrix,1472205,2017-06-09,2017-06-10
2136,Teenage Fever,Drake,1465973,2017-06-09,2017-06-10
2137,Horses,"PnB Rock, Kodak Black, A Boogie Wit da Hoodie",1459081,2017-06-09,2017-06-10
2138,It's A Vibe,2 Chainz,1455987,2017-06-09,2017-06-10
2140,Exchange,Bryson Tiller,1447756,2017-06-09,2017-06-10
2141,Don't Let Me Down,The Chainsmokers,1442696,2017-06-09,2017-06-10
2142,Skateboard P,MadeinTYO,1430419,2017-06-09,2017-06-10
2143,Do Not Disturb,Drake,1423435,2017-06-09,2017-06-10
2144,Patty Cake,Kodak Black,1422572,2017-06-09,2017-06-10
2145,Love On The Brain,Rihanna,1412980,2017-06-09,2017-06-10
2146,Chill Bill,Rob $tone,1411576,2017-06-09,2017-06-10
2147,The Way I Are (Dance with Somebody),Bebe Rexha,1401022,2017-06-09,2017-06-10
2148,LUST.,Kendrick Lamar,1387359,2017-06-09,2017-06-10
2149,Trap Paris,Machine Gun Kelly,1367434,2017-06-09,2017-06-10
2150,No Heart,21 Savage,1363960,2017-06-09,2017-06-10
2151,PRIDE.,Kendrick Lamar,1361334,2017-06-09,2017-06-10
2152,The One,The Chainsmokers,1347743,2017-06-09,2017-06-10
2153,I Like Me Better,Lauv,1345252,2017-06-09,2017-06-10
2154,Weak,AJR,1340194,2017-06-09,2017-06-10
2155,Selfish,PnB Rock,1340085,2017-06-09,2017-06-10
2156,Free Smoke,Drake,1338615,2017-06-09,2017-06-10
2157,Flex Like Ouu,Lil Pump,1322060,2017-06-09,2017-06-10
2158,Saved,Khalid,1320185,2017-06-09,2017-06-10
2159,"God, Your Mama, And Me",Florida Georgia Line,1314143,2017-06-09,2017-06-10
2160,I'm so Groovy,Future,1310007,2017-06-09,2017-06-10
2161,FEEL.,Kendrick Lamar,1306882,2017-06-09,2017-06-10
2162,Alone,Halsey,1303898,2017-06-09,2017-06-10
2163,Candy Paint,Post Malone,1301970,2017-06-09,2017-06-10
2164,Comin Out Strong,Future,1297863,2017-06-09,2017-06-10
2165,Bad Things,"Machine Gun Kelly, Camila Cabello",1291859,2017-06-09,2017-06-10
2166,Side To Side,Ariana Grande,1288858,2017-06-09,2017-06-10
2167,Craving You,Thomas Rhett,1281053,2017-06-09,2017-06-10
2168,Party Monster,The Weeknd,1278274,2017-06-09,2017-06-10
2169,GOD.,Kendrick Lamar,1277797,2017-06-09,2017-06-10
2170,Antidote,Travis Scott,1277590,2017-06-09,2017-06-10
2171,Some Way,NAV,1274380,2017-06-09,2017-06-10
2172,What Ifs,Kane Brown,1271757,2017-06-09,2017-06-10
2173,Call On Me - Ryan Riback Extended Remix,Starley,1266419,2017-06-09,2017-06-10
2174,Reminder,The Weeknd,1263724,2017-06-09,2017-06-10
2175,Erase Your Social,Lil Uzi Vert,1257428,2017-06-09,2017-06-10
2176,Heathens,twenty one pilots,1256137,2017-06-09,2017-06-10
2177,Cold,Maroon 5,1252387,2017-06-09,2017-06-10
2178,Come and See Me,PARTYNEXTDOOR,1250880,2017-06-09,2017-06-10
2179,Do What I Want,Lil Uzi Vert,1247757,2017-06-09,2017-06-10
2180,Love Galore,SZA,1237503,2017-06-09,2017-06-10
2181,Self-Made,Bryson Tiller,1236831,2017-06-09,2017-06-10
2182,Panda,Desiigner,1232740,2017-06-09,2017-06-10
2183,Me You,Russ,1230101,2017-06-09,2017-06-10
2184,"How Far I'll Go - From ""Moana""",Alessia Cara,1228140,2017-06-09,2017-06-10
2185,Too Many Years,Kodak Black,1215878,2017-06-09,2017-06-10
2186,Needed Me,Rihanna,1210885,2017-06-09,2017-06-10
2187,H.O.L.Y.,Florida Georgia Line,1207722,2017-06-09,2017-06-10
2188,DEVASTATED,Joey Bada$$,1207143,2017-06-09,2017-06-10
2189,Controlla,Drake,1206290,2017-06-09,2017-06-10
2190,Wyclef Jean,Young Thug,1187849,2017-06-09,2017-06-10
2191,Small Town Boy,Dustin Lynch,1181624,2017-06-09,2017-06-10
2192,Blem,Drake,1179559,2017-06-09,2017-06-10
2193,Sweet Creature,Harry Styles,1177163,2017-06-09,2017-06-10
2194,All Night,Chance the Rapper,1175292,2017-06-09,2017-06-10
2195,In the Name of Love,Martin Garrix,1173172,2017-06-09,2017-06-10
2196,Sorry,Halsey,1171254,2017-06-09,2017-06-10
2197,Gassed Up,Nebu Kiniza,1170684,2017-06-09,2017-06-10
2198,Sucker For Pain,"Lil Wayne, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign",1169654,2017-06-09,2017-06-10
2199,Mona Lisa,Lil Wayne,18380033,2018-10-05,2018-10-06
2200,Don't Cry,Lil Wayne,15034709,2018-10-05,2018-10-06
2201,Let It Fly,Lil Wayne,12169902,2018-10-05,2018-10-06
2202,Uproar,Lil Wayne,11785152,2018-10-05,2018-10-06
2203,Dedicate,Lil Wayne,11091357,2018-10-05,2018-10-06
2204,Can't Be Broken,Lil Wayne,10012063,2018-10-05,2018-10-06
2205,SICKO MODE,Travis Scott,9750390,2018-10-05,2018-10-06
2206,I Love It (& Lil Pump),Kanye West,9556689,2018-10-05,2018-10-06
2207,What About Me,Lil Wayne,9466032,2018-10-05,2018-10-06
2208,Falling Down - Bonus Track,Lil Peep,9096422,2018-10-05,2018-10-06
2209,Taki Taki,"DJ Snake, Selena Gomez, Ozuna, Cardi B",8169588,2018-10-05,2018-10-06
2210,Lucid Dreams,Juice WRLD,8120777,2018-10-05,2018-10-06
2211,Mo Bamba,Sheck Wes,7930224,2018-10-05,2018-10-06
2212,Dark Side Of The Moon,Lil Wayne,7834667,2018-10-05,2018-10-06
2213,Happier,Marshmello,7644187,2018-10-05,2018-10-06
2214,FEFE,6ix9ine,7195265,2018-10-05,2018-10-06
2215,Famous,Lil Wayne,7050568,2018-10-05,2018-10-06
2216,Drip Too Hard,Lil Baby,6816166,2018-10-05,2018-10-06
2217,Dope Niggaz,Lil Wayne,6703687,2018-10-05,2018-10-06
2218,SAD!,XXXTENTACION,6569650,2018-10-05,2018-10-06
2219,Open Letter,Lil Wayne,6513340,2018-10-05,2018-10-06
2220,Moonlight,XXXTENTACION,6498467,2018-10-05,2018-10-06
2221,New Patek,Lil Uzi Vert,6490856,2018-10-05,2018-10-06
2222,Nonstop,Drake,6318931,2018-10-05,2018-10-06
2223,Lucky You,Eminem,6034186,2018-10-05,2018-10-06
2224,Problems,Lil Wayne,5780114,2018-10-05,2018-10-06
2225,Wake Up in the Sky,Gucci Mane,5740572,2018-10-05,2018-10-06
2226,Better,Khalid,5674156,2018-10-05,2018-10-06
2227,In My Feelings,Drake,5581170,2018-10-05,2018-10-06
2228,Hittas,Lil Wayne,5509382,2018-10-05,2018-10-06
2229,Noticed,Lil Mosey,5336049,2018-10-05,2018-10-06
2230,Better Now,Post Malone,5326940,2018-10-05,2018-10-06
2231,Eastside,"benny blanco, Halsey, Khalid",5211762,2018-10-05,2018-10-06
2232,Open Safe,Lil Wayne,5208508,2018-10-05,2018-10-06
2233,Took His Time,Lil Wayne,5039928,2018-10-05,2018-10-06
2234,Yes Indeed,Lil Baby,5029464,2018-10-05,2018-10-06
2235,Taste,Tyga,4975869,2018-10-05,2018-10-06
2236,Let It All Work Out,Lil Wayne,4727435,2018-10-05,2018-10-06
2237,Jocelyn Flores,XXXTENTACION,4559655,2018-10-05,2018-10-06
2238,Mess,Lil Wayne,4457277,2018-10-05,2018-10-06
2239,Killshot,Eminem,4449598,2018-10-05,2018-10-06
2240,I Like It,Cardi B,4424227,2018-10-05,2018-10-06
2241,"If I'm Lyin, I'm Flyin",Kodak Black,4347978,2018-10-05,2018-10-06
2242,I Love You Dwayne,Lil Wayne,4296709,2018-10-05,2018-10-06
2243,Used 2,Lil Wayne,4296113,2018-10-05,2018-10-06
2244,Demon,Lil Wayne,4212269,2018-10-05,2018-10-06
2245,This Feeling,The Chainsmokers,4177634,2018-10-05,2018-10-06
2246,Start This Shit Off Right,Lil Wayne,4063404,2018-10-05,2018-10-06
2247,BIG BANK,YG,4021545,2018-10-05,2018-10-06
2248,Fuck Love,XXXTENTACION,4004306,2018-10-05,2018-10-06
2249,Leave Me Alone,Flipp Dinero,3903995,2018-10-05,2018-10-06
2250,STARGAZING,Travis Scott,3895199,2018-10-05,2018-10-06
2251,Perfect Strangers,Lil Wayne,3820039,2018-10-05,2018-10-06
2252,All Girls Are The Same,Juice WRLD,3803951,2018-10-05,2018-10-06
2253,Natural,Imagine Dragons,3770339,2018-10-05,2018-10-06
2254,No Stylist,French Montana,3766173,2018-10-05,2018-10-06
2255,Lean Wit Me,Juice WRLD,3730247,2018-10-05,2018-10-06
2256,changes,XXXTENTACION,3728320,2018-10-05,2018-10-06
2257,Dope New Gospel,Lil Wayne,3658551,2018-10-05,2018-10-06
2258,Breathin,Ariana Grande,3572810,2018-10-05,2018-10-06
2259,Youngblood,5 Seconds of Summer,3514921,2018-10-05,2018-10-06
2260,Psycho,Post Malone,3500165,2018-10-05,2018-10-06
2261,Sin,Young Thug,3467856,2018-10-05,2018-10-06
2262,God's Plan,Drake,3417954,2018-10-05,2018-10-06
2263,SLOW DANCING IN THE DARK,Joji,3387336,2018-10-05,2018-10-06
2264,Wasted,Juice WRLD,3336569,2018-10-05,2018-10-06
2265,YOSEMITE,Travis Scott,3310831,2018-10-05,2018-10-06
2266,No Brainer,DJ Khaled,3301084,2018-10-05,2018-10-06
2267,rockstar,Post Malone,3296522,2018-10-05,2018-10-06
2268,God Is A Woman,Ariana Grande,3294659,2018-10-05,2018-10-06
2269,Electricity,"Silk City, Dua Lipa",3287172,2018-10-05,2018-10-06
2270,Girls Like You,Maroon 5,3212044,2018-10-05,2018-10-06
2271,Beautiful,Bazzi,3194692,2018-10-05,2018-10-06
2272,Drew Barrymore,Bryce Vine,3158301,2018-10-05,2018-10-06
2273,Trip,Ella Mai,3146692,2018-10-05,2018-10-06
2274,REEL IT IN,Aminé,3119899,2018-10-05,2018-10-06
2275,Promises,"Calvin Harris, Sam Smith",3081232,2018-10-05,2018-10-06
2276,Nice For What,Drake,3033128,2018-10-05,2018-10-06
2277,ICONIC (ft. Jaden Smith),Logic,3019088,2018-10-05,2018-10-06
2278,Self Care,Mac Miller,2969853,2018-10-05,2018-10-06
2279,I Fall Apart,Post Malone,2958758,2018-10-05,2018-10-06
2280,Look Alive,BlocBoy JB,2951205,2018-10-05,2018-10-06
2281,Shallow,Lady Gaga,2919892,2018-10-05,2018-10-06
2282,"Wu Tang Forever (ft. Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa, GZA)",Logic,2902833,2018-10-05,2018-10-06
2283,Everybody Dies In Their Nightmares,XXXTENTACION,2898032,2018-10-05,2018-10-06
2284,100 Miles and Running (ft. Wale & John Lindahl),Logic,2889617,2018-10-05,2018-10-06
2285,Praise The Lord (Da Shine),A$AP Rocky,2840140,2018-10-05,2018-10-06
2286,Be Alright,Dean Lewis,2819500,2018-10-05,2018-10-06
2287,High,Young Thug,2770480,2018-10-05,2018-10-06
2288,The Ringer,Eminem,2748261,2018-10-05,2018-10-06
2289,No Tears Left To Cry,Ariana Grande,2736192,2018-10-05,2018-10-06
2290,Love Lies,"Khalid, Normani",2727261,2018-10-05,2018-10-06
2291,lovely,"Billie Eilish, Khalid",2689802,2018-10-05,2018-10-06
2292,Everybody Dies,Logic,2667322,2018-10-05,2018-10-06
2293,Taking A Walk,Trippie Redd,2604265,2018-10-05,2018-10-06
2294,YSIV,Logic,2587890,2018-10-05,2018-10-06
2295,The Return,Logic,2571496,2018-10-05,2018-10-06
2296,Thunderclouds,Sia,2566185,2018-10-05,2018-10-06
2297,Hope,XXXTENTACION,2514704,2018-10-05,2018-10-06
2298,Hopeless Romantic,Wiz Khalifa,2497659,2018-10-05,2018-10-06
2299,Ric Flair Drip (& Metro Boomin),Offset,2479437,2018-10-05,2018-10-06
2300,XO TOUR Llif3,Lil Uzi Vert,2476091,2018-10-05,2018-10-06
2301,Te Boté - Remix,Nio Garcia,2459197,2018-10-05,2018-10-06
2302,WORKIN ME,Quavo,2447835,2018-10-05,2018-10-06
2303,High Hopes,Panic! At The Disco,2404213,2018-10-05,2018-10-06
2304,Look At Me!,XXXTENTACION,2394760,2018-10-05,2018-10-06
2305,The Glorious Five,Logic,2390649,2018-10-05,2018-10-06
2306,the remedy for a broken heart (why am I so in love),XXXTENTACION,2381186,2018-10-05,2018-10-06
2307,OTW,Khalid,2356849,2018-10-05,2018-10-06
2308,Ordinary Day (ft. Hailee Steinfeld),Logic,2347788,2018-10-05,2018-10-06
2309,BEBE,6ix9ine,2300869,2018-10-05,2018-10-06
2310,Lust,Lil Skies,2286227,2018-10-05,2018-10-06
2311,I Like Me Better,Lauv,2278525,2018-10-05,2018-10-06
2312,Plug Walk,Rich The Kid,2278112,2018-10-05,2018-10-06
2313,Jackie Chan,Tiësto,2235005,2018-10-05,2018-10-06
2314,Magic In The Hamptons,Social House,2215966,2018-10-05,2018-10-06
2315,One Day (ft. Ryan Tedder),Logic,2211731,2018-10-05,2018-10-06
2316,REMEDY,Alesso,2180109,2018-10-05,2018-10-06
2317,Meant to Be,Bebe Rexha,2163772,2018-10-05,2018-10-06
2318,RAP DEVIL,Machine Gun Kelly,2112453,2018-10-05,2018-10-06
2319,Mob Ties,Drake,2095754,2018-10-05,2018-10-06
