ID,Name,Artists,Streams,S.Week,BB.Week
17610,Sanguine Paradise,Lil Uzi Vert,5364699,2019-05-17,2019-05-18
17611,Sucker,Jonas Brothers,5326697,2019-05-17,2019-05-18
17612,7 Rings,Ariana Grande,4980869,2019-05-17,2019-05-18
17613,Going Bad,Meek Mill,4853272,2019-05-17,2019-05-18
17614,Paradise,Bazzi,4830826,2019-05-17,2019-05-18
17615,Murder On My Mind,YNW Melly,4760438,2019-05-17,2019-05-18
17616,Pure Water,"Mustard, Migos",4628282,2019-05-17,2019-05-18
17617,when the party's over,Billie Eilish,4470989,2019-05-17,2019-05-18
17618,SOS,Avicii,4436020,2019-05-17,2019-05-18
17619,Envy Me,Calboy,4354658,2019-05-17,2019-05-18
17620,Robbery,Juice WRLD,4341666,2019-05-17,2019-05-18
17621,bury a friend,Billie Eilish,4308115,2019-05-17,2019-05-18
17622,wish you were gay,Billie Eilish,3893323,2019-05-17,2019-05-18
17623,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,3867375,2019-05-17,2019-05-18
17624,Drip Too Hard (Lil Baby & Gunna),Lil Baby,3851034,2019-05-17,2019-05-18
17625,Boy With Luv,BTS,3837147,2019-05-17,2019-05-18
17626,Better,Khalid,3827602,2019-05-17,2019-05-18
17627,Without Me,Halsey,3714420,2019-05-17,2019-05-18
17628,Mixed Personalities,YNW Melly,3691036,2019-05-17,2019-05-18
17629,lovely,"Billie Eilish, Khalid",3558408,2019-05-17,2019-05-18
17630,SICKO MODE,Travis Scott,3426522,2019-05-17,2019-05-18
17631,Eastside,"benny blanco, Halsey, Khalid, Halsey, Khalid",3401788,2019-05-17,2019-05-18
17632,Lucid Dreams,Juice WRLD,3371115,2019-05-17,2019-05-18
17633,Summer Days,Martin Garrix,3334516,2019-05-17,2019-05-18
17634,Faucet Failure,Ski Mask The Slump God,3332902,2019-05-17,2019-05-18
17635,Icy,Logic,3330566,2019-05-17,2019-05-18
17636,Happier,Marshmello,3327291,2019-05-17,2019-05-18
17637,Dancing With A Stranger,"Sam Smith, Normani",3290831,2019-05-17,2019-05-18
17638,a lot,21 Savage,3283391,2019-05-17,2019-05-18
17639,Look Back At It,A Boogie Wit da Hoodie,3242376,2019-05-17,2019-05-18
17640,Clout,Offset,3147411,2019-05-17,2019-05-18
17641,"Thank U, Next",Ariana Grande,3133547,2019-05-17,2019-05-18
17642,Here With Me,Marshmello,3129837,2019-05-17,2019-05-18
17643,3 Nights,Dominic Fike,3074728,2019-05-17,2019-05-18
17644,i,Lil Skies,3008918,2019-05-17,2019-05-18
17645,COMMANDO,Logic,2965067,2019-05-17,2019-05-18
17646,That's A Rack,Lil Uzi Vert,2962731,2019-05-17,2019-05-18
17647,Beer Never Broke My Heart,Luke Combs,2911712,2019-05-17,2019-05-18
17648,Outta My Head,"Khalid, John Mayer",2863811,2019-05-17,2019-05-18
17649,Better Now,Post Malone,2857709,2019-05-17,2019-05-18
17650,SAD!,XXXTENTACION,2806517,2019-05-17,2019-05-18
17651,you should see me in a crown,Billie Eilish,2787303,2019-05-17,2019-05-18
17652,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,2769556,2019-05-17,2019-05-18
17653,Shotta Flow,NLE Choppa,2746948,2019-05-17,2019-05-18
17654,Go Loko,YG,2729520,2019-05-17,2019-05-18
17655,Beautiful Crazy,Luke Combs,2693017,2019-05-17,2019-05-18
17656,my strange addiction,Billie Eilish,2611159,2019-05-17,2019-05-18
17657,Shallow,Lady Gaga,2587590,2019-05-17,2019-05-18
17658,Keanu Reeves,Logic,2566634,2019-05-17,2019-05-18
17659,Saturday Nights,Khalid,2560344,2019-05-17,2019-05-18
17660,Act Up,City Girls,2551842,2019-05-17,2019-05-18
17661,all the good girls go to hell,Billie Eilish,2544694,2019-05-17,2019-05-18
17662,"Hey Look Ma, I Made It",Panic! At The Disco,2530991,2019-05-17,2019-05-18
17663,Soltera - Remix,Lunay,2518649,2019-05-17,2019-05-18
17664,ZEZE,Kodak Black,2511688,2019-05-17,2019-05-18
17665,Mo Bamba,Sheck Wes,2502442,2019-05-17,2019-05-18
17666,Thotiana,Blueface,2486414,2019-05-17,2019-05-18
17667,Tough Love,Avicii,2478156,2019-05-17,2019-05-18
17668,High Hopes,Panic! At The Disco,2475482,2019-05-17,2019-05-18
17669,Floating,ScHoolboy Q,2475457,2019-05-17,2019-05-18
17670,i'm so tired...,Lauv,2471439,2019-05-17,2019-05-18
17671,Sweet but Psycho,Ava Max,2466433,2019-05-17,2019-05-18
17672,xanny,Billie Eilish,2461543,2019-05-17,2019-05-18
17673,Moonlight,XXXTENTACION,2461369,2019-05-17,2019-05-18
17674,Confessions of a Dangerous Mind,Logic,2449682,2019-05-17,2019-05-18
17675,Mama/Show Love,Logic,2435315,2019-05-17,2019-05-18
17676,rockstar,Post Malone,2423405,2019-05-17,2019-05-18
17677,Triggered (freestyle),Jhene Aiko,2365585,2019-05-17,2019-05-18
17678,Armed And Dangerous,Juice WRLD,2364177,2019-05-17,2019-05-18
17679,Juice,Lizzo,2357002,2019-05-17,2019-05-18
17680,Leave Me Alone,Flipp Dinero,2350042,2019-05-17,2019-05-18
17681,Don't Call Me Up,Mabel,2346969,2019-05-17,2019-05-18
17682,Someone You Loved,Lewis Capaldi,2341375,2019-05-17,2019-05-18
17683,Worth It,YK Osiris,2307547,2019-05-17,2019-05-18
17684,Jocelyn Flores,XXXTENTACION,2284935,2019-05-17,2019-05-18
17685,Wake Up in the Sky,Gucci Mane,2269160,2019-05-17,2019-05-18
17686,i love you,Billie Eilish,2262064,2019-05-17,2019-05-18
17687,100 Bands,Mustard,2258424,2019-05-17,2019-05-18
17688,Sixteen,Ellie Goulding,2256174,2019-05-17,2019-05-18
17689,MIDDLE CHILD,PnB Rock,2216464,2019-05-17,2019-05-18
17690,Be Alright,Dean Lewis,2195379,2019-05-17,2019-05-18
17691,Freaky,Tory Lanez,2193524,2019-05-17,2019-05-18
17692,Goin Baby,DaBaby,2166854,2019-05-17,2019-05-18
17693,Taste,Tyga,2142758,2019-05-17,2019-05-18
17694,Hey Julie!,KYLE,2139763,2019-05-17,2019-05-18
17695,I Fall Apart,Post Malone,2136024,2019-05-17,2019-05-18
17696,ocean eyes,Billie Eilish,2119572,2019-05-17,2019-05-18
17697,Who Do You Love,The Chainsmokers,2115538,2019-05-17,2019-05-18
17698,Yes Indeed,Lil Baby,2102551,2019-05-17,2019-05-18
17699,Psycho,Post Malone,2095611,2019-05-17,2019-05-18
17700,SLOW DANCING IN THE DARK,Joji,2091560,2019-05-17,2019-05-18
17701,Earth,Lil Dicky,2090277,2019-05-17,2019-05-18
17702,Do You Mean,The Chainsmokers,2089661,2019-05-17,2019-05-18
17703,Whiskey Glasses,Morgan Wallen,2089437,2019-05-17,2019-05-18
17704,Cool,Jonas Brothers,2080780,2019-05-17,2019-05-18
17705,I Like It,Cardi B,2077184,2019-05-17,2019-05-18
17706,Still Ballin,Logic,2076269,2019-05-17,2019-05-18
17707,Power is Power,SZA,2067329,2019-05-17,2019-05-18
17708,Meant to Be,Bebe Rexha,2056030,2019-05-17,2019-05-18
17709,Nonstop,Drake,2051288,2019-05-17,2019-05-18
17710,Speechless,Dan + Shay,2034663,2019-05-17,2019-05-18
17711,All Girls Are The Same,Juice WRLD,2027926,2019-05-17,2019-05-18
17712,Out Of Love,Alessia Cara,2024471,2019-05-17,2019-05-18
17713,Racks In The Middle,Nipsey Hussle,2021314,2019-05-17,2019-05-18
17714,Ric Flair Drip (& Metro Boomin),Offset,2016542,2019-05-17,2019-05-18
17715,Noticed,Lil Mosey,2009709,2019-05-17,2019-05-18
17716,clickbait,Logic,1998406,2019-05-17,2019-05-18
17717,XO TOUR Llif3,Lil Uzi Vert,1984387,2019-05-17,2019-05-18
17718,Bohemian Rhapsody - Remastered 2011,Queen,1983765,2019-05-17,2019-05-18
17719,I Don't Belong In This Club,Why Don't We,1978277,2019-05-17,2019-05-18
17720,Youngblood,5 Seconds of Summer,1971965,2019-05-17,2019-05-18
17721,idontwannabeyouanymore,Billie Eilish,1968431,2019-05-17,2019-05-18
17722,Splashin,Rich The Kid,1968167,2019-05-17,2019-05-18
17723,Tequila,Dan + Shay,1959319,2019-05-17,2019-05-18
17724,Please Me,Cardi B,1954990,2019-05-17,2019-05-18
17725,Feeling,Juice WRLD,1935875,2019-05-17,2019-05-18
17726,MIA,Bad Bunny,1935034,2019-05-17,2019-05-18
17727,Kill This Love,BLACKPINK,1933396,2019-05-17,2019-05-18
17728,I Like Me Better,Lauv,1931519,2019-05-17,2019-05-18
17729,God's Plan,Drake,1929869,2019-05-17,2019-05-18
17730,Walk Me Home,P!nk,1909441,2019-05-17,2019-05-18
17731,Love Me Less,MAX,1909216,2019-05-17,2019-05-18
17732,Money,Cardi B,1898001,2019-05-17,2019-05-18
17733,Die Young,Roddy Ricch,1893216,2019-05-17,2019-05-18
17734,My Bad,Khalid,1877400,2019-05-17,2019-05-18
17735,Close To Me,"Ellie Goulding, Diplo",1877294,2019-05-17,2019-05-18
17736,Fuck Love,XXXTENTACION,1870056,2019-05-17,2019-05-18
17737,Congratulations,Post Malone,1867623,2019-05-17,2019-05-18
17738,Light It Up,"Marshmello, Tyga, Chris Brown, Tyga, Chris Brown",1842206,2019-05-17,2019-05-18
17739,Slime Belief,YoungBoy Never Broke Again,1833111,2019-05-17,2019-05-18
17740,bellyache,Billie Eilish,1833040,2019-05-17,2019-05-18
17741,Wannabe,Logic,1826108,2019-05-17,2019-05-18
17742,Red Room,Offset,1823734,2019-05-17,2019-05-18
17743,Nights Like This,Kehlani,1814670,2019-05-17,2019-05-18
17744,I Like Girls,PnB Rock,1807728,2019-05-17,2019-05-18
17745,Let Me Down Slowly,Alec Benjamin,1803195,2019-05-17,2019-05-18
17746,Young Dumb & Broke,Khalid,1800860,2019-05-17,2019-05-18
17747,Location,Khalid,1799620,2019-05-17,2019-05-18
17748,listen before i go,Billie Eilish,1795521,2019-05-17,2019-05-18
17749,Out Of Sight,Logic,1781750,2019-05-17,2019-05-18
17750,God's Country,Blake Shelton,1762801,2019-05-17,2019-05-18
17751,Space Cadet,Metro Boomin,1756261,2019-05-17,2019-05-18
17752,Tap,NAV,1746490,2019-05-17,2019-05-18
17753,Pure Cocaine,Lil Baby,1734880,2019-05-17,2019-05-18
17754,Let Me Go,"Hailee Steinfeld, Alesso, Florida Georgia Line, watt",1704004,2019-05-17,2019-05-18
17755,ilomilo,Billie Eilish,1702035,2019-05-17,2019-05-18
17756,Hear Me Calling,Juice WRLD,1690240,2019-05-17,2019-05-18
17757,HUMBLE.,Kendrick Lamar,1688707,2019-05-17,2019-05-18
17758,changes,XXXTENTACION,1685037,2019-05-17,2019-05-18
17759,Fast,Juice WRLD,1681124,2019-05-17,2019-05-18
17760,Pardon My Ego,Logic,1678603,2019-05-17,2019-05-18
17761,Civil War,Russ,1667997,2019-05-17,2019-05-18
17762,goosebumps,Travis Scott,1667984,2019-05-17,2019-05-18
17763,The Bones,Maren Morris,1662598,2019-05-17,2019-05-18
17764,Limitless,Logic,1662145,2019-05-17,2019-05-18
17765,Wow. - Remix,Post Malone,1653585,2019-05-17,2019-05-18
17766,Baby Sitter,DaBaby,1652909,2019-05-17,2019-05-18
17767,Look Alive,BlocBoy JB,1643021,2019-05-17,2019-05-18
17768,Best Part,H.E.R.,1642841,2019-05-17,2019-05-18
17769,The Middle,Zedd,1634919,2019-05-17,2019-05-18
17770,Get You The Moon,Kina,1618377,2019-05-17,2019-05-18
17771,Mine,Bazzi,1613485,2019-05-17,2019-05-18
17772,HP,Maluma,1610928,2019-05-17,2019-05-18
17773,Lean Wit Me,Juice WRLD,1600683,2019-05-17,2019-05-18
17774,No Role Modelz,J. Cole,1600168,2019-05-17,2019-05-18
17775,Nice For What,Drake,1598385,2019-05-17,2019-05-18
17776,Cocaine,Logic,1596889,2019-05-17,2019-05-18
17777,Don't Stop Me Now - Remastered,Queen,1593069,2019-05-17,2019-05-18
17778,YOSEMITE,Travis Scott,1592449,2019-05-17,2019-05-18
17779,Con Calma,Daddy Yankee,1589606,2019-05-17,2019-05-18
17780,Te Robaré,Nicky Jam,1578694,2019-05-17,2019-05-18
17781,Girls Like You,Maroon 5,1576221,2019-05-17,2019-05-18
17782,"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,1569970,2019-05-17,2019-05-18
17783,Lost In Japan,Shawn Mendes,1563417,2019-05-17,2019-05-18
17784,Make Believe,Juice WRLD,1559731,2019-05-17,2019-05-18
17785,NASA,Ariana Grande,1556172,2019-05-17,2019-05-18
17786,This Feeling,The Chainsmokers,1551392,2019-05-17,2019-05-18
17787,Numb Numb Juice,ScHoolboy Q,1550536,2019-05-17,2019-05-18
17788,Verte Ir,DJ Luian,1530291,2019-05-17,2019-05-18
17789,What I Like About You,Jonas Blue,1528126,2019-05-17,2019-05-18
17790,Close Friends (Lil Baby & Gunna),Lil Baby,1527995,2019-05-17,2019-05-18
17791,Startender,A Boogie Wit da Hoodie,1526649,2019-05-17,2019-05-18
17792,Look What God Gave Her,Thomas Rhett,1518848,2019-05-17,2019-05-18
17793,Legacy,Offset,1518633,2019-05-17,2019-05-18
17794,Taki Taki,"DJ Snake, Selena Gomez, Ozuna, Cardi B",1517198,2019-05-17,2019-05-18
17795,ME!,Taylor Swift,13813505,2019-05-03,2019-05-04
17796,Old Town Road,Lil Nas X,11722976,2019-05-03,2019-05-04
17797,bad guy,Billie Eilish,10061020,2019-05-03,2019-05-04
17799,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,7716073,2019-05-03,2019-05-04
17800,Talk,Khalid,6908184,2019-05-03,2019-05-04
17801,Sanguine Paradise,Lil Uzi Vert,6726365,2019-05-03,2019-05-04
17802,MIDDLE CHILD,J. Cole,6697172,2019-05-03,2019-05-04
17803,Swervin,A Boogie Wit da Hoodie,6265369,2019-05-03,2019-05-04
17804,Wow.,Post Malone,5667287,2019-05-03,2019-05-04
17805,Murder On My Mind,YNW Melly,5439653,2019-05-03,2019-05-04
17806,Going Bad,Meek Mill,5432444,2019-05-03,2019-05-04
17807,7 Rings,Ariana Grande,5327808,2019-05-03,2019-05-04
17808,Truth Hurts,Lizzo,5165773,2019-05-03,2019-05-04
17809,bury a friend,Billie Eilish,5034447,2019-05-03,2019-05-04
17810,Boy With Luv,BTS,4861268,2019-05-03,2019-05-04
17811,when the party's over,Billie Eilish,4860924,2019-05-03,2019-05-04
17812,Pure Water,"Mustard, Migos",4834907,2019-05-03,2019-05-04
17813,Sucker,Jonas Brothers,4714790,2019-05-03,2019-05-04
17814,wish you were gay,Billie Eilish,4637510,2019-05-03,2019-05-04
17815,Robbery,Juice WRLD,4551566,2019-05-03,2019-05-04
17816,Floating,ScHoolboy Q,4461670,2019-05-03,2019-05-04
17817,Mixed Personalities,YNW Melly,4295794,2019-05-03,2019-05-04
17818,Better,Khalid,4205827,2019-05-03,2019-05-04
17819,SOS,Avicii,4201000,2019-05-03,2019-05-04
17820,Envy Me,Calboy,4184610,2019-05-03,2019-05-04
17821,Pop Out,Polo G,4073247,2019-05-03,2019-05-04
17822,Drip Too Hard (Lil Baby & Gunna),Lil Baby,4067579,2019-05-03,2019-05-04
17823,Faucet Failure,Ski Mask The Slump God,4019219,2019-05-03,2019-05-04
17824,a lot,21 Savage,3829563,2019-05-03,2019-05-04
17825,Suge,DaBaby,3825147,2019-05-03,2019-05-04
17826,lovely,Billie Eilish,3825007,2019-05-03,2019-05-04
17827,SICKO MODE,Travis Scott,3677313,2019-05-03,2019-05-04
17828,Without Me,Halsey,3642635,2019-05-03,2019-05-04
17829,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,3610896,2019-05-03,2019-05-04
17830,Happier,Marshmello,3566469,2019-05-03,2019-05-04
17831,Lucid Dreams,Juice WRLD,3493972,2019-05-03,2019-05-04
17832,"Thank U, Next",Ariana Grande,3477264,2019-05-03,2019-05-04
17833,Look Back At It,A Boogie Wit da Hoodie,3433645,2019-05-03,2019-05-04
17834,you should see me in a crown,Billie Eilish,3409070,2019-05-03,2019-05-04
17835,Paradise,Bazzi,3392271,2019-05-03,2019-05-04
17836,Eastside,"benny blanco, Halsey, Khalid, Halsey, Khalid",3374006,2019-05-03,2019-05-04
17837,That's A Rack,Lil Uzi Vert,3366213,2019-05-03,2019-05-04
17838,Earth,Lil Dicky,3333226,2019-05-03,2019-05-04
17839,CHopstix,ScHoolboy Q,3330022,2019-05-03,2019-05-04
17840,my strange addiction,Billie Eilish,3280566,2019-05-03,2019-05-04
17841,Outta My Head,"Khalid, John Mayer",3251121,2019-05-03,2019-05-04
17842,Saturday Nights,Khalid,3196429,2019-05-03,2019-05-04
17843,Better Now,Post Malone,3190797,2019-05-03,2019-05-04
17844,Light It Up,"Marshmello, Tyga, Chris Brown, Tyga, Chris Brown",3152331,2019-05-03,2019-05-04
17845,all the good girls go to hell,Billie Eilish,3064049,2019-05-03,2019-05-04
17846,xanny,Billie Eilish,3061991,2019-05-03,2019-05-04
17847,i,Lil Skies,3060338,2019-05-03,2019-05-04
17848,Power is Power,SZA,2984846,2019-05-03,2019-05-04
17849,Shallow,Lady Gaga,2903621,2019-05-03,2019-05-04
17850,Numb Numb Juice,ScHoolboy Q,2881951,2019-05-03,2019-05-04
17851,SAD!,XXXTENTACION,2857643,2019-05-03,2019-05-04
17852,Here With Me,Marshmello,2849263,2019-05-03,2019-05-04
17853,Thotiana,Blueface,2827273,2019-05-03,2019-05-04
17854,Dancing With A Stranger,"Sam Smith, Normani",2805026,2019-05-03,2019-05-04
17855,Mo Bamba,Sheck Wes,2757629,2019-05-03,2019-05-04
17856,Enzo,"DJ Snake, Sheck Wes",2698102,2019-05-03,2019-05-04
17857,High Hopes,Panic! At The Disco,2693429,2019-05-03,2019-05-04
17858,ZEZE,Kodak Black,2665292,2019-05-03,2019-05-04
17859,i'm so tired...,Lauv,2625714,2019-05-03,2019-05-04
17860,Shotta Flow,NLE Choppa,2589669,2019-05-03,2019-05-04
17861,3 Nights,Dominic Fike,2573391,2019-05-03,2019-05-04
17862,rockstar,Post Malone,2547871,2019-05-03,2019-05-04
17863,Let Me Down Slowly,Alec Benjamin,2535176,2019-05-03,2019-05-04
17864,i love you,Billie Eilish,2518619,2019-05-03,2019-05-04
17865,Moonlight,XXXTENTACION,2502534,2019-05-03,2019-05-04
17866,Leave Me Alone,Flipp Dinero,2467784,2019-05-03,2019-05-04
17867,Wake Up in the Sky,Gucci Mane,2464145,2019-05-03,2019-05-04
17868,Racks In The Middle,Nipsey Hussle,2456066,2019-05-03,2019-05-04
17869,Be Alright,Dean Lewis,2451603,2019-05-03,2019-05-04
17870,Sweet but Psycho,Ava Max,2435463,2019-05-03,2019-05-04
17871,Armed And Dangerous,Juice WRLD,2433158,2019-05-03,2019-05-04
17872,Juice,Lizzo,2429745,2019-05-03,2019-05-04
17873,"Hey Look Ma, I Made It",Panic! At The Disco,2423003,2019-05-03,2019-05-04
17874,Drugs & The Internet,Lauv,2405755,2019-05-03,2019-05-04
17875,Splashin,Rich The Kid,2399907,2019-05-03,2019-05-04
17876,Beautiful Crazy,Luke Combs,2370819,2019-05-03,2019-05-04
17877,Kill This Love,BLACKPINK,2370627,2019-05-03,2019-05-04
17878,Act Up,City Girls,2364125,2019-05-03,2019-05-04
17879,Please Me,Cardi B,2361058,2019-05-03,2019-05-04
17880,Jocelyn Flores,XXXTENTACION,2307535,2019-05-03,2019-05-04
17881,idontwannabeyouanymore,Billie Eilish,2281298,2019-05-03,2019-05-04
17882,My Bad,Khalid,2275341,2019-05-03,2019-05-04
17883,Freaky,Tory Lanez,2266698,2019-05-03,2019-05-04
17884,I Fall Apart,Post Malone,2261590,2019-05-03,2019-05-04
17885,Taste,Tyga,2237375,2019-05-03,2019-05-04
17886,Worth It,YK Osiris,2230220,2019-05-03,2019-05-04
17887,CrasH,ScHoolboy Q,2227688,2019-05-03,2019-05-04
17888,Who Do You Love,The Chainsmokers,2222288,2019-05-03,2019-05-04
17889,Clout,Offset,2219761,2019-05-03,2019-05-04
17890,Stop Snitchin,YG,2210106,2019-05-03,2019-05-04
17891,Psycho,Post Malone,2193355,2019-05-03,2019-05-04
17892,Space Cadet,Metro Boomin,2183128,2019-05-03,2019-05-04
17893,Sixteen,Ellie Goulding,2178677,2019-05-03,2019-05-04
17894,MIA,Bad Bunny,2177790,2019-05-03,2019-05-04
17895,Yes Indeed,Lil Baby,2170598,2019-05-03,2019-05-04
17896,ocean eyes,Billie Eilish,2169640,2019-05-03,2019-05-04
17897,Youngblood,5 Seconds of Summer,2156218,2019-05-03,2019-05-04
17898,Out Of Love,Alessia Cara,2149175,2019-05-03,2019-05-04
17899,SLOW DANCING IN THE DARK,Joji,2143033,2019-05-03,2019-05-04
17900,listen before i go,Billie Eilish,2131527,2019-05-03,2019-05-04
17901,Pure Cocaine,Lil Baby,2129302,2019-05-03,2019-05-04
17902,I Like It,Cardi B,2123155,2019-05-03,2019-05-04
17903,Dangerous,ScHoolboy Q,2105792,2019-05-03,2019-05-04
17904,Walk Me Home,P!nk,2103925,2019-05-03,2019-05-04
17905,ilomilo,Billie Eilish,2100324,2019-05-03,2019-05-04
17906,I Like Me Better,Lauv,2096676,2019-05-03,2019-05-04
17907,Nonstop,Drake,2092732,2019-05-03,2019-05-04
17908,Monopoly,"Ariana Grande, Victoria Monet",2090253,2019-05-03,2019-05-04
17909,Don't Call Me Up,Mabel,2090001,2019-05-03,2019-05-04
17910,Money,Cardi B,2083193,2019-05-03,2019-05-04
17911,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,2075166,2019-05-03,2019-05-04
17912,Close To Me,"Ellie Goulding, Diplo",2066819,2019-05-03,2019-05-04
17913,The Bones,Maren Morris,2044354,2019-05-03,2019-05-04
17914,Ric Flair Drip (& Metro Boomin),Offset,2035202,2019-05-03,2019-05-04
17915,Bohemian Rhapsody - Remastered 2011,Queen,2024008,2019-05-03,2019-05-04
17916,Noticed,Lil Mosey,2023443,2019-05-03,2019-05-04
17917,Red Room,Offset,2020842,2019-05-03,2019-05-04
17918,XO TOUR Llif3,Lil Uzi Vert,2002598,2019-05-03,2019-05-04
17919,Tequila,Dan + Shay,2002100,2019-05-03,2019-05-04
17920,All Girls Are The Same,Juice WRLD,1976095,2019-05-03,2019-05-04
17921,I Don't Belong In This Club,Why Don't We,1972920,2019-05-03,2019-05-04
17922,Nights Like This,Kehlani,1966137,2019-05-03,2019-05-04
17923,Cool,Jonas Brothers,1965415,2019-05-03,2019-05-04
17924,Make Believe,Juice WRLD,1959529,2019-05-03,2019-05-04
17925,Meant to Be,Bebe Rexha,1950693,2019-05-03,2019-05-04
17926,Sorry,Beyoncé,1950297,2019-05-03,2019-05-04
17927,bellyache,Billie Eilish,1946515,2019-05-03,2019-05-04
17928,5200,ScHoolboy Q,1935124,2019-05-03,2019-05-04
17929,Congratulations,Post Malone,1921789,2019-05-03,2019-05-04
17930,Young Dumb & Broke,Khalid,1915291,2019-05-03,2019-05-04
17931,God's Plan,Drake,1904460,2019-05-03,2019-05-04
17932,Location,Khalid,1877962,2019-05-03,2019-05-04
17933,Fuck Love,XXXTENTACION,1872773,2019-05-03,2019-05-04
17934,Hold Up,Beyoncé,1869128,2019-05-03,2019-05-04
17935,Wow. - Remix,Post Malone,1855274,2019-05-03,2019-05-04
17936,Formation,Beyoncé,1851083,2019-05-03,2019-05-04
17937,Hear Me Calling,Juice WRLD,1845866,2019-05-03,2019-05-04
17938,Gang Gang,ScHoolboy Q,1840030,2019-05-03,2019-05-04
17939,Goin Baby,DaBaby,1833516,2019-05-03,2019-05-04
17940,8,Billie Eilish,1823626,2019-05-03,2019-05-04
17941,Speechless,Dan + Shay,1805156,2019-05-03,2019-05-04
17942,Whiskey Glasses,Morgan Wallen,1800081,2019-05-03,2019-05-04
17943,Con Calma,Daddy Yankee,1793432,2019-05-03,2019-05-04
17944,Die Young,Roddy Ricch,1792824,2019-05-03,2019-05-04
17945,Fast,Juice WRLD,1784129,2019-05-03,2019-05-04
17946,Girls Like You,Maroon 5,1779535,2019-05-03,2019-05-04
17947,Project Dreams,Marshmello,1779392,2019-05-03,2019-05-04
17948,Lies,ScHoolboy Q,1761919,2019-05-03,2019-05-04
17949,This Feeling,The Chainsmokers,1745861,2019-05-03,2019-05-04
17950,HUMBLE.,Kendrick Lamar,1735935,2019-05-03,2019-05-04
17951,Best Part,H.E.R.,1724506,2019-05-03,2019-05-04
17952,Mine,Bazzi,1711320,2019-05-03,2019-05-04
17953,On My Way,Alan Walker,1709529,2019-05-03,2019-05-04
17954,HP,Maluma,1705687,2019-05-03,2019-05-04
17955,changes,XXXTENTACION,1705581,2019-05-03,2019-05-04
17956,Look Alive,BlocBoy JB,1700447,2019-05-03,2019-05-04
17957,goosebumps,Travis Scott,1696716,2019-05-03,2019-05-04
17958,Calling My Spirit,Kodak Black,1695761,2019-05-03,2019-05-04
17959,Drunk,ScHoolboy Q,1691670,2019-05-03,2019-05-04
17960,Taki Taki,"DJ Snake, Selena Gomez, Ozuna, Cardi B",1689747,2019-05-03,2019-05-04
